prefix,route,channel,serviceType,leadTime,days
M4,TKC01 Manchester (A),Component Channel,One-person,1 Day,Tuesday|Wednesday|Thursday|Friday
M40,TKC01 Manchester (A),Component Channel,One-person,1 Day,Tuesday|Wednesday|Thursday|Friday
M41,TKC01 Manchester (A),Component Channel,One-person,1 Day,Tuesday|Wednesday|Thursday|Friday
M43,TKC01 Manchester (A),Component Channel,One-person,1 Day,Tuesday|Wednesday|Thursday|Friday
M44,TKC01 Manchester (A),Component Channel,One-person,1 Day,Tuesday|Wednesday|Thursday|Friday
M45,TKC01 Manchester (A),Component Channel,One-person,1 Day,Tuesday|Wednesday|Thursday|Friday
M5,TKC01 Manchester (A),Component Channel,One-person,1 Day,Tuesday|Wednesday|Thursday|Friday
M50,TKC01 Manchester (A),Component Channel,One-person,1 Day,Tuesday|Wednesday|Thursday|Friday
M52,TKC01 Manchester (A),Component Channel,One-person,1 Day,Tuesday|Wednesday|Thursday|Friday
M6,TKC01 Manchester (A),Component Channel,One-person,1 Day,Tuesday|Wednesday|Thursday|Friday
M60,TKC01 Manchester (A),Component Channel,One-person,1 Day,Tuesday|Wednesday|Thursday|Friday
M61,TKC01 Manchester (A),Component Channel,One-person,1 Day,Tuesday|Wednesday|Thursday|Friday
M7,TKC01 Manchester (A),Component Channel,One-person,1 Day,Tuesday|Wednesday|Thursday|Friday
M8,TKC01 Manchester (A),Component Channel,One-person,1 Day,Tuesday|Wednesday|Thursday|Friday
M9,TKC01 Manchester (A),Component Channel,One-person,1 Day,Tuesday|Wednesday|Thursday|Friday
M90,TKC01 Manchester (A),Component Channel,One-person,1 Day,Tuesday|Wednesday|Thursday|Friday
OL1,TKC01 Manchester (A),Component Channel,One-person,1 Day,Tuesday|Wednesday|Thursday|Friday
OL10,TKC01 Manchester (A),Component Channel,One-person,1 Day,Tuesday|Wednesday|Thursday|Friday
OL11,TKC01 Manchester (A),Component Channel,One-person,1 Day,Tuesday|Wednesday|Thursday|Friday
OL12,TKC01 Manchester (A),Component Channel,One-person,1 Day,Tuesday|Wednesday|Thursday|Friday
OL16,TKC01 Manchester (A),Component Channel,One-person,1 Day,Tuesday|Wednesday|Thursday|Friday
OL2,TKC01 Manchester (A),Component Channel,One-person,1 Day,Tuesday|Wednesday|Thursday|Friday
OL4,TKC01 Manchester (A),Component Channel,One-person,1 Day,Tuesday|Wednesday|Thursday|Friday
OL5,TKC01 Manchester (A),Component Channel,One-person,1 Day,Tuesday|Wednesday|Thursday|Friday
OL6,TKC01 Manchester (A),Component Channel,One-person,1 Day,Tuesday|Wednesday|Thursday|Friday
OL7,TKC01 Manchester (A),Component Channel,One-person,1 Day,Tuesday|Wednesday|Thursday|Friday
OL8,TKC01 Manchester (A),Component Channel,One-person,1 Day,Tuesday|Wednesday|Thursday|Friday
OL9,TKC01 Manchester (A),Component Channel,One-person,1 Day,Tuesday|Wednesday|Thursday|Friday
SK13,TKC01 Manchester (C),Component Channel,One-person,1 Day,Tuesday|Wednesday|Thursday|Friday
SK1,TKC01 Manchester (A),Component Channel,One-person,1 Day,Tuesday|Wednesday|Thursday|Friday
SK14,TKC01 Manchester (A),Component Channel,One-person,1 Day,Tuesday|Wednesday|Thursday|Friday
SK15,TKC01 Manchester (A),Component Channel,One-person,1 Day,Tuesday|Wednesday|Thursday|Friday
SK16,TKC01 Manchester (A),Component Channel,One-person,1 Day,Tuesday|Wednesday|Thursday|Friday
SK2,TKC01 Manchester (A),Component Channel,One-person,1 Day,Tuesday|Wednesday|Thursday|Friday
SK3,TKC01 Manchester (A),Component Channel,One-person,1 Day,Tuesday|Wednesday|Thursday|Friday
SK4,TKC01 Manchester (A),Component Channel,One-person,1 Day,Tuesday|Wednesday|Thursday|Friday
SK5,TKC01 Manchester (A),Component Channel,One-person,1 Day,Tuesday|Wednesday|Thursday|Friday
SK8,TKC01 Manchester (A),Component Channel,One-person,1 Day,Tuesday|Wednesday|Thursday|Friday
SK12,TKC01 Manchester (B),Component Channel,One-person,1 Day,Tuesday|Wednesday|Thursday|Friday
SK22,TKC01 Manchester (B),Component Channel,One-person,1 Day,Tuesday|Wednesday|Friday
SK23,TKC01 Manchester (B),Component Channel,One-person,1 Day,Tuesday|Wednesday|Friday
SK6,TKC01 Manchester (B),Component Channel,One-person,1 Day,Tuesday|Wednesday|Friday
SK7,TKC01 Manchester (B),Component Channel,One-person,1 Day,Tuesday|Wednesday|Friday
SK9,TKC01 Manchester (B),Component Channel,One-person,1 Day,Tuesday|Wednesday|Friday
WA14,TKC01 Manchester (D),Component Channel,One-person,1 Day,Tuesday|Wednesday|Thursday|Friday
WA15,TKC01 Manchester (D),Component Channel,One-person,1 Day,Tuesday|Wednesday|Thursday|Friday
WA16,TKC01 Manchester (D),Component Channel,One-person,1 Day,Tuesday|Wednesday|Thursday|Friday
BL0,TKC01 Manchester (A),Jigsaw Channel,Two-person,5 Days,Tuesday|Wednesday|Thursday|Friday
BL1,TKC01 Manchester (A),Jigsaw Channel,Two-person,5 Days,Tuesday|Wednesday|Thursday|Friday
BL11,TKC01 Manchester (A),Jigsaw Channel,Two-person,5 Days,Tuesday|Wednesday|Thursday|Friday
BL2,TKC01 Manchester (A),Jigsaw Channel,Two-person,5 Days,Tuesday|Wednesday|Thursday|Friday
BL3,TKC01 Manchester (A),Jigsaw Channel,Two-person,5 Days,Tuesday|Wednesday|Thursday|Friday
BL4,TKC01 Manchester (A),Jigsaw Channel,Two-person,5 Days,Tuesday|Wednesday|Thursday|Friday
BL7,TKC01 Manchester (A),Jigsaw Channel,Two-person,5 Days,Tuesday|Wednesday|Thursday|Friday
BL78,TKC01 Manchester (A),Jigsaw Channel,Two-person,5 Days,Tuesday|Wednesday|Thursday|Friday
BL8,TKC01 Manchester (A),Jigsaw Channel,Two-person,5 Days,Tuesday|Wednesday|Thursday|Friday
BL9,TKC01 Manchester (A),Jigsaw Channel,Two-person,5 Days,Tuesday|Wednesday|Thursday|Friday
M1,TKC01 Manchester (A),Jigsaw Channel,Two-person,5 Days,Tuesday|Wednesday|Thursday|Friday
M10,TKC01 Manchester (A),Jigsaw Channel,Two-person,5 Days,Tuesday|Wednesday|Thursday|Friday
M11,TKC01 Manchester (A),Jigsaw Channel,Two-person,5 Days,Tuesday|Wednesday|Thursday|Friday
M12,TKC01 Manchester (A),Jigsaw Channel,Two-person,5 Days,Tuesday|Wednesday|Thursday|Friday
M13,TKC01 Manchester (A),Jigsaw Channel,Two-person,5 Days,Tuesday|Wednesday|Thursday|Friday
M14,TKC01 Manchester (A),Jigsaw Channel,Two-person,5 Days,Tuesday|Wednesday|Thursday|Friday
M15,TKC01 Manchester (A),Jigsaw Channel,Two-person,5 Days,Tuesday|Wednesday|Thursday|Friday
M16,TKC01 Manchester (A),Jigsaw Channel,Two-person,5 Days,Tuesday|Wednesday|Thursday|Friday
M17,TKC01 Manchester (A),Jigsaw Channel,Two-person,5 Days,Tuesday|Wednesday|Thursday|Friday
M18,TKC01 Manchester (A),Jigsaw Channel,Two-person,5 Days,Tuesday|Wednesday|Thursday|Friday
M19,TKC01 Manchester (A),Jigsaw Channel,Two-person,5 Days,Tuesday|Wednesday|Thursday|Friday
M2,TKC01 Manchester (A),Jigsaw Channel,Two-person,5 Days,Tuesday|Wednesday|Thursday|Friday
M20,TKC01 Manchester (A),Jigsaw Channel,Two-person,5 Days,Tuesday|Wednesday|Thursday|Friday
M21,TKC01 Manchester (A),Jigsaw Channel,Two-person,5 Days,Tuesday|Wednesday|Thursday|Friday
M22,TKC01 Manchester (A),Jigsaw Channel,Two-person,5 Days,Tuesday|Wednesday|Thursday|Friday
M23,TKC01 Manchester (A),Jigsaw Channel,Two-person,5 Days,Tuesday|Wednesday|Thursday|Friday
M24,TKC01 Manchester (A),Jigsaw Channel,Two-person,5 Days,Tuesday|Wednesday|Thursday|Friday
M25,TKC01 Manchester (A),Jigsaw Channel,Two-person,5 Days,Tuesday|Wednesday|Thursday|Friday
M26,TKC01 Manchester (A),Jigsaw Channel,Two-person,5 Days,Tuesday|Wednesday|Thursday|Friday
M27,TKC01 Manchester (A),Jigsaw Channel,Two-person,5 Days,Tuesday|Wednesday|Thursday|Friday
M28,TKC01 Manchester (A),Jigsaw Channel,Two-person,5 Days,Tuesday|Wednesday|Thursday|Friday
M3,TKC01 Manchester (A),Jigsaw Channel,Two-person,5 Days,Tuesday|Wednesday|Thursday|Friday
M30,TKC01 Manchester (A),Jigsaw Channel,Two-person,5 Days,Tuesday|Wednesday|Thursday|Friday
M31,TKC01 Manchester (A),Jigsaw Channel,Two-person,5 Days,Tuesday|Wednesday|Thursday|Friday
M32,TKC01 Manchester (A),Jigsaw Channel,Two-person,5 Days,Tuesday|Wednesday|Thursday|Friday
M33,TKC01 Manchester (A),Jigsaw Channel,Two-person,5 Days,Tuesday|Wednesday|Thursday|Friday
M34,TKC01 Manchester (A),Jigsaw Channel,Two-person,5 Days,Tuesday|Wednesday|Thursday|Friday
M35,TKC01 Manchester (A),Jigsaw Channel,Two-person,5 Days,Tuesday|Wednesday|Thursday|Friday
M38,TKC01 Manchester (A),Jigsaw Channel,Two-person,5 Days,Tuesday|Wednesday|Thursday|Friday
M4,TKC01 Manchester (A),Jigsaw Channel,Two-person,5 Days,Tuesday|Wednesday|Thursday|Friday
M40,TKC01 Manchester (A),Jigsaw Channel,Two-person,5 Days,Tuesday|Wednesday|Thursday|Friday
M41,TKC01 Manchester (A),Jigsaw Channel,Two-person,5 Days,Tuesday|Wednesday|Thursday|Friday
M43,TKC01 Manchester (A),Jigsaw Channel,Two-person,5 Days,Tuesday|Wednesday|Thursday|Friday
M44,TKC01 Manchester (A),Jigsaw Channel,Two-person,5 Days,Tuesday|Wednesday|Thursday|Friday
M45,TKC01 Manchester (A),Jigsaw Channel,Two-person,5 Days,Tuesday|Wednesday|Thursday|Friday
M5,TKC01 Manchester (A),Jigsaw Channel,Two-person,5 Days,Tuesday|Wednesday|Thursday|Friday
M50,TKC01 Manchester (A),Jigsaw Channel,Two-person,5 Days,Tuesday|Wednesday|Thursday|Friday
M52,TKC01 Manchester (A),Jigsaw Channel,Two-person,5 Days,Tuesday|Wednesday|Thursday|Friday
M6,TKC01 Manchester (A),Jigsaw Channel,Two-person,5 Days,Tuesday|Wednesday|Thursday|Friday
M60,TKC01 Manchester (A),Jigsaw Channel,Two-person,5 Days,Tuesday|Wednesday|Thursday|Friday
M61,TKC01 Manchester (A),Jigsaw Channel,Two-person,5 Days,Tuesday|Wednesday|Thursday|Friday
M7,TKC01 Manchester (A),Jigsaw Channel,Two-person,5 Days,Tuesday|Wednesday|Thursday|Friday
M8,TKC01 Manchester (A),Jigsaw Channel,Two-person,5 Days,Tuesday|Wednesday|Thursday|Friday
M9,TKC01 Manchester (A),Jigsaw Channel,Two-person,5 Days,Tuesday|Wednesday|Thursday|Friday
M90,TKC01 Manchester (A),Jigsaw Channel,Two-person,5 Days,Tuesday|Wednesday|Thursday|Friday
OL1,TKC01 Manchester (A),Jigsaw Channel,Two-person,5 Days,Tuesday|Wednesday|Thursday|Friday
OL10,TKC01 Manchester (A),Jigsaw Channel,Two-person,5 Days,Tuesday|Wednesday|Thursday|Friday
OL11,TKC01 Manchester (A),Jigsaw Channel,Two-person,5 Days,Tuesday|Wednesday|Thursday|Friday
OL12,TKC01 Manchester (A),Jigsaw Channel,Two-person,5 Days,Tuesday|Wednesday|Thursday|Friday
OL16,TKC01 Manchester (A),Jigsaw Channel,Two-person,5 Days,Tuesday|Wednesday|Thursday|Friday
OL2,TKC01 Manchester (A),Jigsaw Channel,Two-person,5 Days,Tuesday|Wednesday|Thursday|Friday
OL4,TKC01 Manchester (A),Jigsaw Channel,Two-person,5 Days,Tuesday|Wednesday|Thursday|Friday
OL5,TKC01 Manchester (A),Jigsaw Channel,Two-person,5 Days,Tuesday|Wednesday|Thursday|Friday
OL6,TKC01 Manchester (A),Jigsaw Channel,Two-person,5 Days,Tuesday|Wednesday|Thursday|Friday
OL7,TKC01 Manchester (A),Jigsaw Channel,Two-person,5 Days,Tuesday|Wednesday|Thursday|Friday
OL8,TKC01 Manchester (A),Jigsaw Channel,Two-person,5 Days,Tuesday|Wednesday|Thursday|Friday
OL9,TKC01 Manchester (A),Jigsaw Channel,Two-person,5 Days,Tuesday|Wednesday|Thursday|Friday
SK13,TKC01 Manchester (C),Jigsaw Channel,Two-person,5 Days,Tuesday|Wednesday|Thursday|Friday
SK1,TKC01 Manchester (A),Jigsaw Channel,Two-person,5 Days,Tuesday|Wednesday|Thursday|Friday
SK14,TKC01 Manchester (A),Jigsaw Channel,Two-person,5 Days,Tuesday|Wednesday|Thursday|Friday
SK15,TKC01 Manchester (A),Jigsaw Channel,Two-person,5 Days,Tuesday|Wednesday|Thursday|Friday
SK16,TKC01 Manchester (A),Jigsaw Channel,Two-person,5 Days,Tuesday|Wednesday|Thursday|Friday
SK2,TKC01 Manchester (A),Jigsaw Channel,Two-person,5 Days,Tuesday|Wednesday|Thursday|Friday
SK3,TKC01 Manchester (A),Jigsaw Channel,Two-person,5 Days,Tuesday|Wednesday|Thursday|Friday
SK4,TKC01 Manchester (A),Jigsaw Channel,Two-person,5 Days,Tuesday|Wednesday|Thursday|Friday
SK5,TKC01 Manchester (A),Jigsaw Channel,Two-person,5 Days,Tuesday|Wednesday|Thursday|Friday
SK8,TKC01 Manchester (A),Jigsaw Channel,Two-person,5 Days,Tuesday|Wednesday|Thursday|Friday
SK12,TKC01 Manchester (B),Jigsaw Channel,Two-person,5 Days,Tuesday|Wednesday|Friday
SK22,TKC01 Manchester (B),Jigsaw Channel,Two-person,5 Days,Tuesday|Wednesday|Friday
SK23,TKC01 Manchester (B),Jigsaw Channel,Two-person,5 Days,Tuesday|Wednesday|Friday
SK6,TKC01 Manchester (B),Jigsaw Channel,Two-person,5 Days,Tuesday|Wednesday|Friday
SK7,TKC01 Manchester (B),Jigsaw Channel,Two-person,5 Days,Tuesday|Wednesday|Friday
SK9,TKC01 Manchester (B),Jigsaw Channel,Two-person,5 Days,Tuesday|Wednesday|Thursday|Friday
WA14,TKC01 Manchester (D),Jigsaw Channel,Two-person,5 Days,Tuesday|Wednesday|Thursday|Friday
WA15,TKC01 Manchester (D),Jigsaw Channel,Two-person,5 Days,Tuesday|Wednesday|Thursday|Friday
WA16,TKC01 Manchester (D),Jigsaw Channel,Two-person,5 Days,Tuesday|Wednesday|Thursday|Friday
BL0,TKC01 Manchester (A),Merchant Channel,Two-person,5 Days,Tuesday|Wednesday|Thursday|Friday
BL1,TKC01 Manchester (A),Merchant Channel,Two-person,5 Days,Tuesday|Wednesday|Thursday|Friday
BL11,TKC01 Manchester (A),Merchant Channel,Two-person,5 Days,Tuesday|Wednesday|Thursday|Friday
BL2,TKC01 Manchester (A),Merchant Channel,Two-person,5 Days,Tuesday|Wednesday|Thursday|Friday
BL3,TKC01 Manchester (A),Merchant Channel,Two-person,5 Days,Tuesday|Wednesday|Thursday|Friday
BL4,TKC01 Manchester (A),Merchant Channel,Two-person,5 Days,Tuesday|Wednesday|Thursday|Friday
BL7,TKC01 Manchester (A),Merchant Channel,Two-person,5 Days,Tuesday|Wednesday|Thursday|Friday
BL78,TKC01 Manchester (A),Merchant Channel,Two-person,5 Days,Tuesday|Wednesday|Thursday|Friday
BL8,TKC01 Manchester (A),Merchant Channel,Two-person,5 Days,Tuesday|Wednesday|Thursday|Friday
BL9,TKC01 Manchester (A),Merchant Channel,Two-person,5 Days,Tuesday|Wednesday|Thursday|Friday
M1,TKC01 Manchester (A),Merchant Channel,Two-person,5 Days,Tuesday|Wednesday|Thursday|Friday
M10,TKC01 Manchester (A),Merchant Channel,Two-person,5 Days,Tuesday|Wednesday|Thursday|Friday
M11,TKC01 Manchester (A),Merchant Channel,Two-person,5 Days,Tuesday|Wednesday|Thursday|Friday
M12,TKC01 Manchester (A),Merchant Channel,Two-person,5 Days,Tuesday|Wednesday|Thursday|Friday
M13,TKC01 Manchester (A),Merchant Channel,Two-person,5 Days,Tuesday|Wednesday|Thursday|Friday
M14,TKC01 Manchester (A),Merchant Channel,Two-person,5 Days,Tuesday|Wednesday|Thursday|Friday
M15,TKC01 Manchester (A),Merchant Channel,Two-person,5 Days,Tuesday|Wednesday|Thursday|Friday
M16,TKC01 Manchester (A),Merchant Channel,Two-person,5 Days,Tuesday|Wednesday|Thursday|Friday
M17,TKC01 Manchester (A),Merchant Channel,Two-person,5 Days,Tuesday|Wednesday|Thursday|Friday
M18,TKC01 Manchester (A),Merchant Channel,Two-person,5 Days,Tuesday|Wednesday|Thursday|Friday
M19,TKC01 Manchester (A),Merchant Channel,Two-person,5 Days,Tuesday|Wednesday|Thursday|Friday
M2,TKC01 Manchester (A),Merchant Channel,Two-person,5 Days,Tuesday|Wednesday|Thursday|Friday
M20,TKC01 Manchester (A),Merchant Channel,Two-person,5 Days,Tuesday|Wednesday|Thursday|Friday
M21,TKC01 Manchester (A),Merchant Channel,Two-person,5 Days,Tuesday|Wednesday|Thursday|Friday
M22,TKC01 Manchester (A),Merchant Channel,Two-person,5 Days,Tuesday|Wednesday|Thursday|Friday
M23,TKC01 Manchester (A),Merchant Channel,Two-person,5 Days,Tuesday|Wednesday|Thursday|Friday
M24,TKC01 Manchester (A),Merchant Channel,Two-person,5 Days,Tuesday|Wednesday|Thursday|Friday
M25,TKC01 Manchester (A),Merchant Channel,Two-person,5 Days,Tuesday|Wednesday|Thursday|Friday
M26,TKC01 Manchester (A),Merchant Channel,Two-person,5 Days,Tuesday|Wednesday|Thursday|Friday
M27,TKC01 Manchester (A),Merchant Channel,Two-person,5 Days,Tuesday|Wednesday|Thursday|Friday
M28,TKC01 Manchester (A),Merchant Channel,Two-person,5 Days,Tuesday|Wednesday|Thursday|Friday
M3,TKC01 Manchester (A),Merchant Channel,Two-person,5 Days,Tuesday|Wednesday|Thursday|Friday
M30,TKC01 Manchester (A),Merchant Channel,Two-person,5 Days,Tuesday|Wednesday|Thursday|Friday
M31,TKC01 Manchester (A),Merchant Channel,Two-person,5 Days,Tuesday|Wednesday|Thursday|Friday
M32,TKC01 Manchester (A),Merchant Channel,Two-person,5 Days,Tuesday|Wednesday|Thursday|Friday
M33,TKC01 Manchester (A),Merchant Channel,Two-person,5 Days,Tuesday|Wednesday|Thursday|Friday
M34,TKC01 Manchester (A),Merchant Channel,Two-person,5 Days,Tuesday|Wednesday|Thursday|Friday
M35,TKC01 Manchester (A),Merchant Channel,Two-person,5 Days,Tuesday|Wednesday|Thursday|Friday
M38,TKC01 Manchester (A),Merchant Channel,Two-person,5 Days,Tuesday|Wednesday|Thursday|Friday
M4,TKC01 Manchester (A),Merchant Channel,Two-person,5 Days,Tuesday|Wednesday|Thursday|Friday
M40,TKC01 Manchester (A),Merchant Channel,Two-person,5 Days,Tuesday|Wednesday|Thursday|Friday
M41,TKC01 Manchester (A),Merchant Channel,Two-person,5 Days,Tuesday|Wednesday|Thursday|Friday
M43,TKC01 Manchester (A),Merchant Channel,Two-person,5 Days,Tuesday|Wednesday|Thursday|Friday
M44,TKC01 Manchester (A),Merchant Channel,Two-person,5 Days,Tuesday|Wednesday|Thursday|Friday
M45,TKC01 Manchester (A),Merchant Channel,Two-person,5 Days,Tuesday|Wednesday|Thursday|Friday
M5,TKC01 Manchester (A),Merchant Channel,Two-person,5 Days,Tuesday|Wednesday|Thursday|Friday
M50,TKC01 Manchester (A),Merchant Channel,Two-person,5 Days,Tuesday|Wednesday|Thursday|Friday
M52,TKC01 Manchester (A),Merchant Channel,Two-person,5 Days,Tuesday|Wednesday|Thursday|Friday
M6,TKC01 Manchester (A),Merchant Channel,Two-person,5 Days,Tuesday|Wednesday|Thursday|Friday
M60,TKC01 Manchester (A),Merchant Channel,Two-person,5 Days,Tuesday|Wednesday|Thursday|Friday
M61,TKC01 Manchester (A),Merchant Channel,Two-person,5 Days,Tuesday|Wednesday|Thursday|Friday
M7,TKC01 Manchester (A),Merchant Channel,Two-person,5 Days,Tuesday|Wednesday|Thursday|Friday
M8,TKC01 Manchester (A),Merchant Channel,Two-person,5 Days,Tuesday|Wednesday|Thursday|Friday
M9,TKC01 Manchester (A),Merchant Channel,Two-person,5 Days,Tuesday|Wednesday|Thursday|Friday
M90,TKC01 Manchester (A),Merchant Channel,Two-person,5 Days,Tuesday|Wednesday|Thursday|Friday
OL1,TKC01 Manchester (A),Merchant Channel,Two-person,5 Days,Tuesday|Wednesday|Thursday|Friday
OL10,TKC01 Manchester (A),Merchant Channel,Two-person,5 Days,Tuesday|Wednesday|Thursday|Friday
OL11,TKC01 Manchester (A),Merchant Channel,Two-person,5 Days,Tuesday|Wednesday|Thursday|Friday
OL12,TKC01 Manchester (A),Merchant Channel,Two-person,5 Days,Tuesday|Wednesday|Thursday|Friday
OL16,TKC01 Manchester (A),Merchant Channel,Two-person,5 Days,Tuesday|Wednesday|Thursday|Friday
OL2,TKC01 Manchester (A),Merchant Channel,Two-person,5 Days,Tuesday|Wednesday|Thursday|Friday
OL4,TKC01 Manchester (A),Merchant Channel,Two-person,5 Days,Tuesday|Wednesday|Thursday|Friday
OL5,TKC01 Manchester (A),Merchant Channel,Two-person,5 Days,Tuesday|Wednesday|Thursday|Friday
OL6,TKC01 Manchester (A),Merchant Channel,Two-person,5 Days,Tuesday|Wednesday|Thursday|Friday
OL7,TKC01 Manchester (A),Merchant Channel,Two-person,5 Days,Tuesday|Wednesday|Thursday|Friday
OL8,TKC01 Manchester (A),Merchant Channel,Two-person,5 Days,Tuesday|Wednesday|Thursday|Friday
OL9,TKC01 Manchester (A),Merchant Channel,Two-person,5 Days,Tuesday|Wednesday|Thursday|Friday
SK13,TKC01 Manchester (C),Merchant Channel,Two-person,5 Days,Tuesday|Wednesday|Friday
SK1,TKC01 Manchester (A),Merchant Channel,Two-person,5 Days,Tuesday|Wednesday|Friday
SK14,TKC01 Manchester (A),Merchant Channel,Two-person,5 Days,Tuesday|Wednesday|Friday
SK15,TKC01 Manchester (A),Merchant Channel,Two-person,5 Days,Tuesday|Wednesday|Friday
SK16,TKC01 Manchester (A),Merchant Channel,Two-person,5 Days,Tuesday|Wednesday|Friday
SK2,TKC01 Manchester (A),Merchant Channel,Two-person,5 Days,Tuesday|Wednesday|Friday
SK3,TKC01 Manchester (A),Merchant Channel,Two-person,5 Days,Tuesday|Wednesday|Friday
SK4,TKC01 Manchester (A),Merchant Channel,Two-person,5 Days,Tuesday|Wednesday|Friday
SK5,TKC01 Manchester (A),Merchant Channel,Two-person,5 Days,Tuesday|Wednesday|Friday
SK8,TKC01 Manchester (A),Merchant Channel,Two-person,5 Days,Tuesday|Wednesday|Friday
SK12,TKC01 Manchester (B),Merchant Channel,Two-person,5 Days,Tuesday|Wednesday|Friday
SK22,TKC01 Manchester (B),Merchant Channel,Two-person,5 Days,Tuesday|Wednesday|Friday
SK23,TKC01 Manchester (B),Merchant Channel,Two-person,5 Days,Tuesday|Wednesday|Friday
SK6,TKC01 Manchester (B),Merchant Channel,Two-person,5 Days,Tuesday|Wednesday|Friday
SK7,TKC01 Manchester (B),Merchant Channel,Two-person,5 Days,Tuesday|Wednesday|Friday
SK9,TKC01 Manchester (B),Merchant Channel,Two-person,5 Days,Tuesday|Wednesday|Friday
WA14,TKC01 Manchester (D),Merchant Channel,Two-person,5 Days,Tuesday|Wednesday|Friday
WA15,TKC01 Manchester (D),Merchant Channel,Two-person,5 Days,Tuesday|Wednesday|Friday
WA16,TKC01 Manchester (D),Merchant Channel,Two-person,5 Days,Tuesday|Wednesday|Friday
BL0,TKC01 Manchester (A),Retail Channel,Two-person,21 Days,Tuesday|Wednesday|Friday
BL1,TKC01 Manchester (A),Retail Channel,Two-person,21 Days,Tuesday|Wednesday|Friday
BL11,TKC01 Manchester (A),Retail Channel,Two-person,21 Days,Tuesday|Wednesday|Friday
BL2,TKC01 Manchester (A),Retail Channel,Two-person,21 Days,Tuesday|Wednesday|Thursday|Friday
BL3,TKC01 Manchester (A),Retail Channel,Two-person,21 Days,Tuesday|Wednesday|Thursday|Friday
BL4,TKC01 Manchester (A),Retail Channel,Two-person,21 Days,Tuesday|Wednesday|Thursday|Friday
BL7,TKC01 Manchester (A),Retail Channel,Two-person,21 Days,Tuesday|Wednesday|Thursday|Friday
