prefix,route,channel,serviceType,leadTime,days
LN12,TKC01 Lincoln,Merchant Channel,Two-person,5 Days,Wednesday|Friday
LN13,TKC01 Lincoln,Merchant Channel,Two-person,5 Days,Wednesday|Friday
LN2,TKC01 Lincoln,Merchant Channel,Two-person,5 Days,Wednesday|Friday
LN3,TKC01 Lincoln,Merchant Channel,Two-person,5 Days,Wednesday|Friday
LN4,TKC01 Lincoln,Merchant Channel,Two-person,5 Days,Wednesday|Friday
LN5,TKC01 Lincoln,Merchant Channel,Two-person,5 Days,Wednesday|Friday
LN6,TKC01 Lincoln,Merchant Channel,Two-person,5 Days,Wednesday|Friday
LN7,TKC01 Lincoln,Merchant Channel,Two-person,5 Days,Wednesday|Friday
LN8,TKC01 Lincoln,Merchant Channel,Two-person,5 Days,Wednesday|Friday
LN9,TKC01 Lincoln,Merchant Channel,Two-person,5 Days,Wednesday|Friday
PE22,TKC01 Lincoln,Merchant Channel,Two-person,5 Days,Wednesday|Friday
PE23,TKC01 Lincoln,Merchant Channel,Two-person,5 Days,Wednesday|Friday
PE24,TKC01 Lincoln,Merchant Channel,Two-person,5 Days,Wednesday|Friday
PE25,TKC01 Lincoln,Merchant Channel,Two-person,5 Days,Wednesday|Friday
LN1,TKC01 Lincoln,Retail Channel,Two-person,21 Days,Wednesday|Friday
LN10,TKC01 Lincoln,Retail Channel,Two-person,21 Days,Wednesday|Friday
LN11,TKC01 Lincoln,Retail Channel,Two-person,21 Days,Wednesday|Friday
LN12,TKC01 Lincoln,Retail Channel,Two-person,21 Days,Wednesday|Friday
LN13,TKC01 Lincoln,Retail Channel,Two-person,21 Days,Wednesday|Friday
LN2,TKC01 Lincoln,Retail Channel,Two-person,21 Days,Wednesday|Friday
LN3,TKC01 Lincoln,Retail Channel,Two-person,21 Days,Wednesday|Friday
LN4,TKC01 Lincoln,Retail Channel,Two-person,21 Days,Wednesday|Friday
LN5,TKC01 Lincoln,Retail Channel,Two-person,21 Days,Wednesday|Friday
LN6,TKC01 Lincoln,Retail Channel,Two-person,21 Days,Wednesday|Friday
LN7,TKC01 Lincoln,Retail Channel,Two-person,21 Days,Wednesday|Friday
LN8,TKC01 Lincoln,Retail Channel,Two-person,21 Days,Wednesday|Friday
LN9,TKC01 Lincoln,Retail Channel,Two-person,21 Days,Wednesday|Friday
PE22,TKC01 Lincoln,Retail Channel,Two-person,21 Days,Wednesday|Friday
PE23,TKC01 Lincoln,Retail Channel,Two-person,21 Days,Wednesday|Friday
PE24,TKC01 Lincoln,Retail Channel,Two-person,21 Days,Wednesday|Friday
PE25,TKC01 Lincoln,Retail Channel,Two-person,21 Days,Wednesday|Friday
L1,TKC01 Liverpool (A),Component Channel,One-person,1 Day,Tuesday|Wednesday|Thursday|Friday
L10,TKC01 Liverpool (A),Component Channel,One-person,1 Day,Tuesday|Wednesday|Thursday|Friday
L11,TKC01 Liverpool (A),Component Channel,One-person,1 Day,Tuesday|Wednesday|Thursday|Friday
L12,TKC01 Liverpool (A),Component Channel,One-person,1 Day,Tuesday|Wednesday|Thursday|Friday
L13,TKC01 Liverpool (A),Component Channel,One-person,1 Day,Tuesday|Wednesday|Thursday|Friday
L14,TKC01 Liverpool (A),Component Channel,One-person,1 Day,Tuesday|Wednesday|Thursday|Friday
L15,TKC01 Liverpool (A),Component Channel,One-person,1 Day,Tuesday|Wednesday|Thursday|Friday
L16,TKC01 Liverpool (A),Component Channel,One-person,1 Day,Tuesday|Wednesday|Thursday|Friday
L17,TKC01 Liverpool (A),Component Channel,One-person,1 Day,Tuesday|Wednesday|Thursday|Friday
L18,TKC01 Liverpool (A),Component Channel,One-person,1 Day,Tuesday|Wednesday|Thursday|Friday
L19,TKC01 Liverpool (A),Component Channel,One-person,1 Day,Tuesday|Wednesday|Thursday|Friday
L2,TKC01 Liverpool (A),Component Channel,One-person,1 Day,Tuesday|Wednesday|Thursday|Friday
L20,TKC01 Liverpool (A),Component Channel,One-person,1 Day,Tuesday|Wednesday|Thursday|Friday
L21,TKC01 Liverpool (A),Component Channel,One-person,1 Day,Tuesday|Wednesday|Thursday|Friday
L22,TKC01 Liverpool (A),Component Channel,One-person,1 Day,Tuesday|Wednesday|Thursday|Friday
L23,TKC01 Liverpool (A),Component Channel,One-person,1 Day,Tuesday|Wednesday|Thursday|Friday
L24,TKC01 Liverpool (A),Component Channel,One-person,1 Day,Tuesday|Wednesday|Thursday|Friday
L25,TKC01 Liverpool (A),Component Channel,One-person,1 Day,Tuesday|Wednesday|Thursday|Friday
L26,TKC01 Liverpool (A),Component Channel,One-person,1 Day,Tuesday|Wednesday|Thursday|Friday
L27,TKC01 Liverpool (A),Component Channel,One-person,1 Day,Tuesday|Wednesday|Thursday|Friday
L28,TKC01 Liverpool (A),Component Channel,One-person,1 Day,Tuesday|Wednesday|Thursday|Friday
L29,TKC01 Liverpool (A),Component Channel,One-person,1 Day,Tuesday|Wednesday|Thursday|Friday
L3,TKC01 Liverpool (A),Component Channel,One-person,1 Day,Tuesday|Wednesday|Thursday|Friday
L30,TKC01 Liverpool (A),Component Channel,One-person,1 Day,Tuesday|Wednesday|Thursday|Friday
L32,TKC01 Liverpool (A),Component Channel,One-person,1 Day,Tuesday|Wednesday|Thursday|Friday
L33,TKC01 Liverpool (A),Component Channel,One-person,1 Day,Tuesday|Wednesday|Thursday|Friday
L34,TKC01 Liverpool (A),Component Channel,One-person,1 Day,Tuesday|Wednesday|Thursday|Friday
L35,TKC01 Liverpool (A),Component Channel,One-person,1 Day,Tuesday|Wednesday|Thursday|Friday
L36,TKC01 Liverpool (A),Component Channel,One-person,1 Day,Tuesday|Wednesday|Thursday|Friday
L4,TKC01 Liverpool (A),Component Channel,One-person,1 Day,Tuesday|Wednesday|Thursday|Friday
L5,TKC01 Liverpool (A),Component Channel,One-person,1 Day,Tuesday|Wednesday|Thursday|Friday
L6,TKC01 Liverpool (A),Component Channel,One-person,1 Day,Tuesday|Wednesday|Thursday|Friday
L67,TKC01 Liverpool (A),Component Channel,One-person,1 Day,Tuesday|Wednesday|Thursday|Friday
L68,TKC01 Liverpool (A),Component Channel,One-person,1 Day,Tuesday|Wednesday|Thursday|Friday
L69,TKC01 Liverpool (A),Component Channel,One-person,1 Day,Tuesday|Wednesday|Thursday|Friday
L7,TKC01 Liverpool (A),Component Channel,One-person,1 Day,Tuesday|Wednesday|Thursday|Friday
L70,TKC01 Liverpool (A),Component Channel,One-person,1 Day,Tuesday|Wednesday|Thursday|Friday
L71,TKC01 Liverpool (A),Component Channel,One-person,1 Day,Tuesday|Wednesday|Thursday|Friday
L72,TKC01 Liverpool (A),Component Channel,One-person,1 Day,Tuesday|Wednesday|Thursday|Friday
L73,TKC01 Liverpool (A),Component Channel,One-person,1 Day,Tuesday|Wednesday|Thursday|Friday
L74,TKC01 Liverpool (A),Component Channel,One-person,1 Day,Tuesday|Wednesday|Thursday|Friday
L75,TKC01 Liverpool (A),Component Channel,One-person,1 Day,Tuesday|Wednesday|Thursday|Friday
L8,TKC01 Liverpool (A),Component Channel,One-person,1 Day,Tuesday|Wednesday|Thursday|Friday
L80,TKC01 Liverpool (A),Component Channel,One-person,1 Day,Tuesday|Wednesday|Thursday|Friday
L9,TKC01 Liverpool (A),Component Channel,One-person,1 Day,Tuesday|Wednesday|Thursday|Friday
L31,TKC01 Liverpool (B),Component Channel,One-person,1 Day,Tuesday|Thursday|Friday
L37,TKC01 Liverpool (B),Component Channel,One-person,1 Day,Tuesday|Thursday|Friday
L38,TKC01 Liverpool (B),Component Channel,One-person,1 Day,Tuesday|Thursday|Friday
WA8,TKC01 Liverpool (A),Component Channel,One-person,1 Day,Tuesday|Wednesday|Thursday|Friday
L1,TKC01 Liverpool (A),Jigsaw Channel,Two-person,5 Days,Tuesday|Wednesday|Thursday|Friday
L10,TKC01 Liverpool (A),Jigsaw Channel,Two-person,5 Days,Tuesday|Wednesday|Thursday|Friday
L11,TKC01 Liverpool (A),Jigsaw Channel,Two-person,5 Days,Tuesday|Wednesday|Thursday|Friday
L12,TKC01 Liverpool (A),Jigsaw Channel,Two-person,5 Days,Tuesday|Wednesday|Thursday|Friday
L13,TKC01 Liverpool (A),Jigsaw Channel,Two-person,5 Days,Tuesday|Wednesday|Thursday|Friday
L14,TKC01 Liverpool (A),Jigsaw Channel,Two-person,5 Days,Tuesday|Wednesday|Thursday|Friday
L15,TKC01 Liverpool (A),Jigsaw Channel,Two-person,5 Days,Tuesday|Wednesday|Thursday|Friday
L16,TKC01 Liverpool (A),Jigsaw Channel,Two-person,5 Days,Tuesday|Wednesday|Thursday|Friday
L17,TKC01 Liverpool (A),Jigsaw Channel,Two-person,5 Days,Tuesday|Wednesday|Thursday|Friday
L18,TKC01 Liverpool (A),Jigsaw Channel,Two-person,5 Days,Tuesday|Wednesday|Thursday|Friday
L19,TKC01 Liverpool (A),Jigsaw Channel,Two-person,5 Days,Tuesday|Wednesday|Thursday|Friday
L2,TKC01 Liverpool (A),Jigsaw Channel,Two-person,5 Days,Tuesday|Wednesday|Thursday|Friday
L20,TKC01 Liverpool (A),Jigsaw Channel,Two-person,5 Days,Tuesday|Wednesday|Thursday|Friday
L21,TKC01 Liverpool (A),Jigsaw Channel,Two-person,5 Days,Tuesday|Wednesday|Thursday|Friday
L22,TKC01 Liverpool (A),Jigsaw Channel,Two-person,5 Days,Tuesday|Wednesday|Thursday|Friday
L23,TKC01 Liverpool (A),Jigsaw Channel,Two-person,5 Days,Tuesday|Wednesday|Thursday|Friday
L24,TKC01 Liverpool (A),Jigsaw Channel,Two-person,5 Days,Tuesday|Wednesday|Thursday|Friday
L25,TKC01 Liverpool (A),Jigsaw Channel,Two-person,5 Days,Tuesday|Wednesday|Thursday|Friday
L26,TKC01 Liverpool (A),Jigsaw Channel,Two-person,5 Days,Tuesday|Wednesday|Thursday|Friday
L27,TKC01 Liverpool (A),Jigsaw Channel,Two-person,5 Days,Tuesday|Wednesday|Thursday|Friday
L28,TKC01 Liverpool (A),Jigsaw Channel,Two-person,5 Days,Tuesday|Wednesday|Thursday|Friday
L29,TKC01 Liverpool (A),Jigsaw Channel,Two-person,5 Days,Tuesday|Wednesday|Thursday|Friday
L3,TKC01 Liverpool (A),Jigsaw Channel,Two-person,5 Days,Tuesday|Wednesday|Thursday|Friday
L30,TKC01 Liverpool (A),Jigsaw Channel,Two-person,5 Days,Tuesday|Wednesday|Thursday|Friday
L32,TKC01 Liverpool (A),Jigsaw Channel,Two-person,5 Days,Tuesday|Wednesday|Thursday|Friday
L33,TKC01 Liverpool (A),Jigsaw Channel,Two-person,5 Days,Tuesday|Wednesday|Thursday|Friday
L34,TKC01 Liverpool (A),Jigsaw Channel,Two-person,5 Days,Tuesday|Wednesday|Thursday|Friday
L35,TKC01 Liverpool (A),Jigsaw Channel,Two-person,5 Days,Tuesday|Wednesday|Thursday|Friday
L36,TKC01 Liverpool (A),Jigsaw Channel,Two-person,5 Days,Tuesday|Wednesday|Thursday|Friday
L4,TKC01 Liverpool (A),Jigsaw Channel,Two-person,5 Days,Tuesday|Wednesday|Thursday|Friday
L5,TKC01 Liverpool (A),Jigsaw Channel,Two-person,5 Days,Tuesday|Wednesday|Thursday|Friday
L6,TKC01 Liverpool (A),Jigsaw Channel,Two-person,5 Days,Tuesday|Wednesday|Thursday|Friday
L67,TKC01 Liverpool (A),Jigsaw Channel,Two-person,5 Days,Tuesday|Wednesday|Thursday|Friday
L68,TKC01 Liverpool (A),Jigsaw Channel,Two-person,5 Days,Tuesday|Wednesday|Thursday|Friday
L69,TKC01 Liverpool (A),Jigsaw Channel,Two-person,5 Days,Tuesday|Wednesday|Thursday|Friday
L7,TKC01 Liverpool (A),Jigsaw Channel,Two-person,5 Days,Tuesday|Wednesday|Thursday|Friday
L70,TKC01 Liverpool (A),Jigsaw Channel,Two-person,5 Days,Tuesday|Wednesday|Thursday|Friday
L71,TKC01 Liverpool (A),Jigsaw Channel,Two-person,5 Days,Tuesday|Wednesday|Thursday|Friday
L72,TKC01 Liverpool (A),Jigsaw Channel,Two-person,5 Days,Tuesday|Wednesday|Thursday|Friday
L73,TKC01 Liverpool (A),Jigsaw Channel,Two-person,5 Days,Tuesday|Wednesday|Thursday|Friday
L74,TKC01 Liverpool (A),Jigsaw Channel,Two-person,5 Days,Tuesday|Wednesday|Thursday|Friday
L75,TKC01 Liverpool (A),Jigsaw Channel,Two-person,5 Days,Tuesday|Wednesday|Thursday|Friday
L8,TKC01 Liverpool (A),Jigsaw Channel,Two-person,5 Days,Tuesday|Wednesday|Thursday|Friday
L80,TKC01 Liverpool (A),Jigsaw Channel,Two-person,5 Days,Tuesday|Wednesday|Thursday|Friday
L9,TKC01 Liverpool (A),Jigsaw Channel,Two-person,5 Days,Tuesday|Wednesday|Thursday|Friday
L31,TKC01 Liverpool (B),Jigsaw Channel,Two-person,5 Days,Tuesday|Thursday|Friday
L37,TKC01 Liverpool (B),Jigsaw Channel,Two-person,5 Days,Tuesday|Thursday|Friday
L38,TKC01 Liverpool (B),Jigsaw Channel,Two-person,5 Days,Tuesday|Thursday|Friday
WA8,TKC01 Liverpool (A),Jigsaw Channel,Two-person,5 Days,Tuesday|Wednesday|Thursday|Friday
L1,TKC01 Liverpool (A),Merchant Channel,Two-person,5 Days,Tuesday|Wednesday|Thursday|Friday
L10,TKC01 Liverpool (A),Merchant Channel,Two-person,5 Days,Tuesday|Wednesday|Thursday|Friday
L11,TKC01 Liverpool (A),Merchant Channel,Two-person,5 Days,Tuesday|Wednesday|Thursday|Friday
L12,TKC01 Liverpool (A),Merchant Channel,Two-person,5 Days,Tuesday|Wednesday|Thursday|Friday
L13,TKC01 Liverpool (A),Merchant Channel,Two-person,5 Days,Tuesday|Wednesday|Thursday|Friday
L14,TKC01 Liverpool (A),Merchant Channel,Two-person,5 Days,Tuesday|Wednesday|Thursday|Friday
L15,TKC01 Liverpool (A),Merchant Channel,Two-person,5 Days,Tuesday|Wednesday|Thursday|Friday
L16,TKC01 Liverpool (A),Merchant Channel,Two-person,5 Days,Tuesday|Wednesday|Thursday|Friday
L17,TKC01 Liverpool (A),Merchant Channel,Two-person,5 Days,Tuesday|Wednesday|Thursday|Friday
L18,TKC01 Liverpool (A),Merchant Channel,Two-person,5 Days,Tuesday|Wednesday|Thursday|Friday
L19,TKC01 Liverpool (A),Merchant Channel,Two-person,5 Days,Tuesday|Wednesday|Thursday|Friday
L2,TKC01 Liverpool (A),Merchant Channel,Two-person,5 Days,Tuesday|Wednesday|Thursday|Friday
L20,TKC01 Liverpool (A),Merchant Channel,Two-person,5 Days,Tuesday|Wednesday|Thursday|Friday
L21,TKC01 Liverpool (A),Merchant Channel,Two-person,5 Days,Tuesday|Wednesday|Thursday|Friday
L22,TKC01 Liverpool (A),Merchant Channel,Two-person,5 Days,Tuesday|Wednesday|Thursday|Friday
L23,TKC01 Liverpool (A),Merchant Channel,Two-person,5 Days,Tuesday|Wednesday|Thursday|Friday
L24,TKC01 Liverpool (A),Merchant Channel,Two-person,5 Days,Tuesday|Wednesday|Thursday|Friday
L25,TKC01 Liverpool (A),Merchant Channel,Two-person,5 Days,Tuesday|Wednesday|Thursday|Friday
L26,TKC01 Liverpool (A),Merchant Channel,Two-person,5 Days,Tuesday|Wednesday|Thursday|Friday
L27,TKC01 Liverpool (A),Merchant Channel,Two-person,5 Days,Tuesday|Wednesday|Thursday|Friday
L28,TKC01 Liverpool (A),Merchant Channel,Two-person,5 Days,Tuesday|Wednesday|Thursday|Friday
L29,TKC01 Liverpool (A),Merchant Channel,Two-person,5 Days,Tuesday|Wednesday|Thursday|Friday
L3,TKC01 Liverpool (A),Merchant Channel,Two-person,5 Days,Tuesday|Wednesday|Thursday|Friday
L30,TKC01 Liverpool (A),Merchant Channel,Two-person,5 Days,Tuesday|Wednesday|Thursday|Friday
L32,TKC01 Liverpool (A),Merchant Channel,Two-person,5 Days,Tuesday|Wednesday|Thursday|Friday
L33,TKC01 Liverpool (A),Merchant Channel,Two-person,5 Days,Tuesday|Wednesday|Thursday|Friday
L34,TKC01 Liverpool (A),Merchant Channel,Two-person,5 Days,Tuesday|Wednesday|Thursday|Friday
L35,TKC01 Liverpool (A),Merchant Channel,Two-person,5 Days,Tuesday|Wednesday|Thursday|Friday
L36,TKC01 Liverpool (A),Merchant Channel,Two-person,5 Days,Tuesday|Wednesday|Thursday|Friday
L4,TKC01 Liverpool (A),Merchant Channel,Two-person,5 Days,Tuesday|Wednesday|Thursday|Friday
L5,TKC01 Liverpool (A),Merchant Channel,Two-person,5 Days,Tuesday|Wednesday|Thursday|Friday
L6,TKC01 Liverpool (A),Merchant Channel,Two-person,5 Days,Tuesday|Wednesday|Thursday|Friday
L67,TKC01 Liverpool (A),Merchant Channel,Two-person,5 Days,Tuesday|Wednesday|Thursday|Friday
L68,TKC01 Liverpool (A),Merchant Channel,Two-person,5 Days,Tuesday|Wednesday|Thursday|Friday
L69,TKC01 Liverpool (A),Merchant Channel,Two-person,5 Days,Tuesday|Wednesday|Thursday|Friday
L7,TKC01 Liverpool (A),Merchant Channel,Two-person,5 Days,Tuesday|Wednesday|Thursday|Friday
L70,TKC01 Liverpool (A),Merchant Channel,Two-person,5 Days,Tuesday|Wednesday|Thursday|Friday
L71,TKC01 Liverpool (A),Merchant Channel,Two-person,5 Days,Tuesday|Wednesday|Thursday|Friday
L72,TKC01 Liverpool (A),Merchant Channel,Two-person,5 Days,Tuesday|Wednesday|Thursday|Friday
L73,TKC01 Liverpool (A),Merchant Channel,Two-person,5 Days,Tuesday|Wednesday|Thursday|Friday
L74,TKC01 Liverpool (A),Merchant Channel,Two-person,5 Days,Tuesday|Wednesday|Thursday|Friday
L75,TKC01 Liverpool (A),Merchant Channel,Two-person,5 Days,Tuesday|Wednesday|Thursday|Friday
L8,TKC01 Liverpool (A),Merchant Channel,Two-person,5 Days,Tuesday|Wednesday|Thursday|Friday
L80,TKC01 Liverpool (A),Merchant Channel,Two-person,5 Days,Tuesday|Wednesday|Thursday|Friday
L9,TKC01 Liverpool (A),Merchant Channel,Two-person,5 Days,Tuesday|Wednesday|Thursday|Friday
L31,TKC01 Liverpool (B),Merchant Channel,Two-person,5 Days,Tuesday|Thursday|Friday
L37,TKC01 Liverpool (B),Merchant Channel,Two-person,5 Days,Tuesday|Thursday|Friday
L38,TKC01 Liverpool (B),Merchant Channel,Two-person,5 Days,Tuesday|Thursday|Friday
WA8,TKC01 Liverpool (A),Merchant Channel,Two-person,5 Days,Tuesday|Wednesday|Thursday|Friday
L1,TKC01 Liverpool (A),Retail Channel,Two-person,21 Days,Tuesday|Wednesday|Thursday|Friday
L10,TKC01 Liverpool (A),Retail Channel,Two-person,21 Days,Tuesday|Wednesday|Thursday|Friday
L11,TKC01 Liverpool (A),Retail Channel,Two-person,21 Days,Tuesday|Wednesday|Thursday|Friday
L12,TKC01 Liverpool (A),Retail Channel,Two-person,21 Days,Tuesday|Wednesday|Thursday|Friday
L13,TKC01 Liverpool (A),Retail Channel,Two-person,21 Days,Tuesday|Wednesday|Thursday|Friday
L14,TKC01 Liverpool (A),Retail Channel,Two-person,21 Days,Tuesday|Wednesday|Thursday|Friday
L15,TKC01 Liverpool (A),Retail Channel,Two-person,21 Days,Tuesday|Wednesday|Thursday|Friday
L16,TKC01 Liverpool (A),Retail Channel,Two-person,21 Days,Tuesday|Wednesday|Thursday|Friday
L17,TKC01 Liverpool (A),Retail Channel,Two-person,21 Days,Tuesday|Wednesday|Thursday|Friday
L18,TKC01 Liverpool (A),Retail Channel,Two-person,21 Days,Tuesday|Wednesday|Thursday|Friday
L19,TKC01 Liverpool (A),Retail Channel,Two-person,21 Days,Tuesday|Wednesday|Thursday|Friday
L2,TKC01 Liverpool (A),Retail Channel,Two-person,21 Days,Tuesday|Wednesday|Thursday|Friday
L20,TKC01 Liverpool (A),Retail Channel,Two-person,21 Days,Tuesday|Wednesday|Thursday|Friday
L21,TKC01 Liverpool (A),Retail Channel,Two-person,21 Days,Tuesday|Wednesday|Thursday|Friday
L22,TKC01 Liverpool (A),Retail Channel,Two-person,21 Days,Tuesday|Wednesday|Thursday|Friday
L23,TKC01 Liverpool (A),Retail Channel,Two-person,21 Days,Tuesday|Wednesday|Thursday|Friday
L24,TKC01 Liverpool (A),Retail Channel,Two-person,21 Days,Tuesday|Wednesday|Thursday|Friday
L25,TKC01 Liverpool (A),Retail Channel,Two-person,21 Days,Tuesday|Wednesday|Thursday|Friday
L26,TKC01 Liverpool (A),Retail Channel,Two-person,21 Days,Tuesday|Wednesday|Thursday|Friday
L27,TKC01 Liverpool (A),Retail Channel,Two-person,21 Days,Tuesday|Wednesday|Thursday|Friday
L28,TKC01 Liverpool (A),Retail Channel,Two-person,21 Days,Tuesday|Wednesday|Thursday|Friday
L29,TKC01 Liverpool (A),Retail Channel,Two-person,21 Days,Tuesday|Wednesday|Thursday|Friday
L3,TKC01 Liverpool (A),Retail Channel,Two-person,21 Days,Tuesday|Wednesday|Thursday|Friday
L30,TKC01 Liverpool (A),Retail Channel,Two-person,21 Days,Tuesday|Wednesday|Thursday|Friday
L32,TKC01 Liverpool (A),Retail Channel,Two-person,21 Days,Tuesday|Wednesday|Thursday|Friday
L33,TKC01 Liverpool (A),Retail Channel,Two-person,21 Days,Tuesday|Wednesday|Thursday|Friday
L34,TKC01 Liverpool (A),Retail Channel,Two-person,21 Days,Tuesday|Wednesday|Thursday|Friday
L35,TKC01 Liverpool (A),Retail Channel,Two-person,21 Days,Tuesday|Wednesday|Thursday|Friday
L36,TKC01 Liverpool (A),Retail Channel,Two-person,21 Days,Tuesday|Wednesday|Thursday|Friday
L4,TKC01 Liverpool (A),Retail Channel,Two-person,21 Days,Tuesday|Wednesday|Thursday|Friday
L5,TKC01 Liverpool (A),Retail Channel,Two-person,21 Days,Tuesday|Wednesday|Thursday|Friday
L6,TKC01 Liverpool (A),Retail Channel,Two-person,21 Days,Tuesday|Wednesday|Thursday|Friday
L67,TKC01 Liverpool (A),Retail Channel,Two-person,21 Days,Tuesday|Wednesday|Thursday|Friday
L68,TKC01 Liverpool (A),Retail Channel,Two-person,21 Days,Tuesday|Wednesday|Thursday|Friday
L69,TKC01 Liverpool (A),Retail Channel,Two-person,21 Days,Tuesday|Wednesday|Thursday|Friday
L7,TKC01 Liverpool (A),Retail Channel,Two-person,21 Days,Tuesday|Wednesday|Thursday|Friday
L70,TKC01 Liverpool (A),Retail Channel,Two-person,21 Days,Tuesday|Wednesday|Thursday|Friday
L71,TKC01 Liverpool (A),Retail Channel,Two-person,21 Days,Tuesday|Wednesday|Thursday|Friday
L72,TKC01 Liverpool (A),Retail Channel,Two-person,21 Days,Tuesday|Wednesday|Thursday|Friday
L73,TKC01 Liverpool (A),Retail Channel,Two-person,21 Days,Tuesday|Wednesday|Thursday|Friday
L74,TKC01 Liverpool (A),Retail Channel,Two-person,21 Days,Tuesday|Wednesday|Thursday|Friday
L75,TKC01 Liverpool (A),Retail Channel,Two-person,21 Days,Tuesday|Wednesday|Thursday|Friday
L8,TKC01 Liverpool (A),Retail Channel,Two-person,21 Days,Tuesday|Wednesday|Thursday|Friday
L80,TKC01 Liverpool (A),Retail Channel,Two-person,21 Days,Tuesday|Wednesday|Thursday|Friday
L9,TKC01 Liverpool (A),Retail Channel,Two-person,21 Days,Tuesday|Wednesday|Thursday|Friday
L31,TKC01 Liverpool (B),Retail Channel,Two-person,21 Days,Tuesday|Thursday|Friday
L37,TKC01 Liverpool (B),Retail Channel,Two-person,21 Days,Tuesday|Thursday|Friday
L38,TKC01 Liverpool (B),Retail Channel,Two-person,21 Days,Tuesday|Thursday|Friday
WA8,TKC01 Liverpool (A),Retail Channel,Two-person,21 Days,Tuesday|Wednesday|Thursday|Friday
BL0,TKC01 Manchester (A),Component Channel,One-person,1 Day,Tuesday|Wednesday|Thursday|Friday
BL1,TKC01 Manchester (A),Component Channel,One-person,1 Day,Tuesday|Wednesday|Thursday|Friday
BL11,TKC01 Manchester (A),Component Channel,One-person,1 Day,Tuesday|Wednesday|Thursday|Friday
BL2,TKC01 Manchester (A),Component Channel,One-person,1 Day,Tuesday|Wednesday|Thursday|Friday
BL3,TKC01 Manchester (A),Component Channel,One-person,1 Day,Tuesday|Wednesday|Thursday|Friday
BL4,TKC01 Manchester (A),Component Channel,One-person,1 Day,Tuesday|Wednesday|Thursday|Friday
BL7,TKC01 Manchester (A),Component Channel,One-person,1 Day,Tuesday|Wednesday|Thursday|Friday
BL78,TKC01 Manchester (A),Component Channel,One-person,1 Day,Tuesday|Wednesday|Thursday|Friday
BL8,TKC01 Manchester (A),Component Channel,One-person,1 Day,Tuesday|Wednesday|Thursday|Friday
BL9,TKC01 Manchester (A),Component Channel,One-person,1 Day,Tuesday|Wednesday|Thursday|Friday
M1,TKC01 Manchester (A),Component Channel,One-person,1 Day,Tuesday|Wednesday|Thursday|Friday
M10,TKC01 Manchester (A),Component Channel,One-person,1 Day,Tuesday|Wednesday|Thursday|Friday
M11,TKC01 Manchester (A),Component Channel,One-person,1 Day,Tuesday|Wednesday|Thursday|Friday
M12,TKC01 Manchester (A),Component Channel,One-person,1 Day,Tuesday|Wednesday|Thursday|Friday
M13,TKC01 Manchester (A),Component Channel,One-person,1 Day,Tuesday|Wednesday|Thursday|Friday
M14,TKC01 Manchester (A),Component Channel,One-person,1 Day,Tuesday|Wednesday|Thursday|Friday
M15,TKC01 Manchester (A),Component Channel,One-person,1 Day,Tuesday|Wednesday|Thursday|Friday
M16,TKC01 Manchester (A),Component Channel,One-person,1 Day,Tuesday|Wednesday|Thursday|Friday
M17,TKC01 Manchester (A),Component Channel,One-person,1 Day,Tuesday|Wednesday|Thursday|Friday
M18,TKC01 Manchester (A),Component Channel,One-person,1 Day,Tuesday|Wednesday|Thursday|Friday
M19,TKC01 Manchester (A),Component Channel,One-person,1 Day,Tuesday|Wednesday|Thursday|Friday
M2,TKC01 Manchester (A),Component Channel,One-person,1 Day,Tuesday|Wednesday|Thursday|Friday
M20,TKC01 Manchester (A),Component Channel,One-person,1 Day,Tuesday|Wednesday|Thursday|Friday
M21,TKC01 Manchester (A),Component Channel,One-person,1 Day,Tuesday|Wednesday|Thursday|Friday
M22,TKC01 Manchester (A),Component Channel,One-person,1 Day,Tuesday|Wednesday|Thursday|Friday
M23,TKC01 Manchester (A),Component Channel,One-person,1 Day,Tuesday|Wednesday|Thursday|Friday
M24,TKC01 Manchester (A),Component Channel,One-person,1 Day,Tuesday|Wednesday|Thursday|Friday
M25,TKC01 Manchester (A),Component Channel,One-person,1 Day,Tuesday|Wednesday|Thursday|Friday
M26,TKC01 Manchester (A),Component Channel,One-person,1 Day,Tuesday|Wednesday|Thursday|Friday
M27,TKC01 Manchester (A),Component Channel,One-person,1 Day,Tuesday|Wednesday|Thursday|Friday
M28,TKC01 Manchester (A),Component Channel,One-person,1 Day,Tuesday|Wednesday|Thursday|Friday
M3,TKC01 Manchester (A),Component Channel,One-person,1 Day,Tuesday|Wednesday|Thursday|Friday
M30,TKC01 Manchester (A),Component Channel,One-person,1 Day,Tuesday|Wednesday|Thursday|Friday
M31,TKC01 Manchester (A),Component Channel,One-person,1 Day,Tuesday|Wednesday|Thursday|Friday
M32,TKC01 Manchester (A),Component Channel,One-person,1 Day,Tuesday|Wednesday|Thursday|Friday
M33,TKC01 Manchester (A),Component Channel,One-person,1 Day,Tuesday|Wednesday|Thursday|Friday
M34,TKC01 Manchester (A),Component Channel,One-person,1 Day,Tuesday|Wednesday|Thursday|Friday
M35,TKC01 Manchester (A),Component Channel,One-person,1 Day,Tuesday|Wednesday|Thursday|Friday
M38,TKC01 Manchester (A),Component Channel,One-person,1 Day,Tuesday|Wednesday|Thursday|Friday
